titleId,originalTitle,releaseYear,mainCountry,firstLanguage,genres,imdbRating,numberOfVotes,arthouse_score
tt2870648,Amy,2015.0,GB,en,"Documentary, Biography, Music",7.8,56485.0,8
tt8962730,Battle for the Bulge,1969.0,GB,en,"Documentary, History, War",7.0,23.0,6
tt3651830,Immunity,2014.0,BG,bg,Thriller,7.4,28.0,4
tt13167512,EVE,2021.0,DE,de,"Adventure, Drama, Sci-Fi",7.4,9.0,4
tt0009720,Les travailleurs de la mer,1918.0,FR,zxx,,7.4,16.0,3
tt5377278,Rudolf Thome - Überall Blumen,2016.0,DE,de,"Documentary, Biography",7.7,26.0,5
tt2476750,Banaz: A Love Story,2012.0,NO,en,"Documentary, Biography, Crime, Drama",8.2,251.0,6
tt0099682,"Good News: Von Kolporteuren, toten Hunden und anderen Wienern",1990.0,AT,de,Documentary,7.5,159.0,6
tt6185846,Wind River,2017.0,GB,en,"Crime, Drama, Mystery, Thriller, Western",7.7,285881.0,7
tt0142088,L'Arlésienne,1922.0,FR,zxx,Drama,7.4,12.0,3
tt0496163,La serva padrona,1964.0,IT,it,"Comedy, Music",8.4,10.0,3
tt4423990,Una vespa mi ha punto,2015.0,IT,it,Documentary,7.5,14.0,4
tt0029871,Anna Favetti,1938.0,DE,de,Romance,7.9,14.0,2
tt27560596,In diesem Jahr: Der Film,2023.0,DE,de,Documentary,8.7,32.0,4
tt0230808,Sta dihtya tou tromou,1975.0,GR,el,"Action, Drama, Thriller",7.1,17.0,3
tt2554192,Annamaura,2012.0,IT,it,Action,7.6,11.0,2
tt0276982,Gibelta na Aleksander Veliki,1968.0,BG,bg,Drama,7.0,14.0,2
tt4953352,"Alfredo Bini, ospite inatteso",2015.0,IT,it,"Documentary, Biography",7.6,14.0,4
tt3314488,One Minute for Conductors,2013.0,ES,ja,"Documentary, Music",7.8,14.0,4
tt13675768,"Sur les traces de Nils Holgersson: Selma Lagerlöf, une conteuse moderne",2020.0,DE,fr,"Documentary, Biography",7.7,9.0,2
tt0132276,Lebende Buddhas,1925.0,DE,zxx,,8.0,26.0,5
tt0034859,Der Hochtourist,1942.0,DE,de,Comedy,7.2,7.0,3
tt3328414,A Brush Soaked in Carmine,2016.0,GB,bg,"Documentary, Crime",8.9,11.0,4
tt6478182,Conversation with a Cactus,2017.0,DE,ja,Documentary,8.2,27.0,5
tt1529307,Melancholia,2011.0,DK,en,"Drama, Sci-Fi",7.1,198441.0,9
tt3263874,First to Fall,2014.0,GB,en,"Documentary, Action, Adventure, Drama, News, War",7.7,45.0,6
tt0032994,Ein Robinson,1940.0,DE,de,"Adventure, Drama",7.7,18.0,4
tt14178564,Galaksija - racunar koji je odbio da umre!,2021.0,RS,sr,Documentary,8.7,21.0,5
tt10581972,The Big Meeting,2019.0,GB,en,Documentary,7.6,14.0,4
tt9692876,Silver Lands. The Chronicles of Carpatho-Ukraine 1919-1939,2012.0,UA,uk,Documentary,9.1,25.0,4
tt1895466,Loverboy,2011.0,RO,ro,"Drama, Thriller",6.0,1917.0,9
tt0116081,Des nouvelles du bon Dieu,1996.0,FR,fr,Comedy,7.1,512.0,6
tt0071381,Céline et Julie vont en bateau: Phantom Ladies Over Paris,1974.0,FR,fr,"Comedy, Drama, Fantasy, Mystery",7.2,6594.0,10
tt1525344,Duburys,2009.0,LT,lt,Drama,7.5,263.0,7
tt6576588,Nous sommes l'humanité,2017.0,FR,,Documentary,8.5,11.0,5
tt0498688,Kalyi - Zeit der Finsternis,1993.0,DE,de,Drama,7.4,20.0,5
tt0297833,Le cinéma des cahiers,2001.0,FR,fr,Documentary,7.4,19.0,4
tt3685888,Spartacus & Cassandra,2014.0,FR,fr,Documentary,7.1,115.0,7
tt16025108,Bella Ciao,2021.0,IT,it,"Documentary, Music",7.0,8.0,3
tt1611965,Palestrina - Princeps musicae,2009.0,DE,it,Biography,7.0,11.0,4
tt7073634,Hirviökoneet,2015.0,FI,fi,"Action, Sci-Fi",8.0,10.0,3
tt2849160,Encierro 3D: Bull Running in Pamplona,2012.0,ES,es,"Documentary, Adventure, History",7.3,98.0,7
tt0045018,La peccatrice dell'isola,1954.0,IT,it,Drama,7.0,11.0,5
tt1271989,Togo,2008.0,CH,fr,Documentary,7.0,15.0,2
tt2023420,Carte Blanche,2011.0,CH,fr,Documentary,7.5,19.0,6
tt10436880,I ondskans välde,2019.0,SE,sv,Horror,7.0,12.0,3
tt0131702,Der Absturz,1923.0,DE,zxx,,7.1,33.0,5
tt0466534,Chasing Shadows,1991.0,GB,en,"Documentary, Biography, History, War",8.0,11.0,3
tt0497018,Ayurveda: Moeder van alle geneeswijzen,2005.0,NL,nl,Documentary,7.9,12.0,3
tt0133016,Hän varasti elämän,1962.0,FI,fi,"Comedy, Crime, Drama, Thriller",7.2,164.0,6
tt0109584,Zalazak stoljeca (Testament L.Z.),1994.0,AT,,"Documentary, History, War",8.3,102.0,7
tt15117768,La macchina delle immagini di Alfredo C.,2021.0,IT,it,"Drama, War",7.2,28.0,5
tt11126590,The Island of Corpses,2019.0,PT,pt,"Action, Horror, Thriller",7.8,28.0,4
tt0103070,Thank You and Good Night,1991.0,GB,en,Documentary,7.8,112.0,7
tt12452976,Zemanlandia,2009.0,IT,it,Documentary,7.2,13.0,4
tt0162941,Echos aus einem düsteren Reich,1990.0,FR,fr,Documentary,7.2,752.0,7
tt6903216,The Latin Kings,2004.0,SE,sv,Music,7.4,13.0,3
tt9869942,"Hugo Blanco, Deep River",2019.0,AT,es,"Documentary, Biography, History",7.2,17.0,4
tt5738664,"Édes Erdély, itt voltunk",2015.0,RO,hu,Documentary,9.2,24.0,4
tt2151402,Syrsor & Cigaretter,2012.0,SE,sv,"Documentary, Music",7.8,10.0,4
tt0342342,"Es wäre gut, daß ein Mensch würde umbracht für das Volk",1991.0,DE,de,Musical,7.6,14.0,4
tt0046149,Les orgueilleux,1953.0,FR,fr,"Drama, Romance",7.2,923.0,7
tt3779844,The Open,2015.0,FR,fr,"Drama, Sci-Fi, Sport",7.2,104.0,6
tt5645422,Sanfelices,2017.0,ES,es,Drama,7.4,10.0,3
tt0075243,Son nom de Venise dans Calcutta désert,1976.0,FR,fr,Drama,7.3,186.0,6
tt1053919,Six Reels of Film to Be Shown in Any Order,1971.0,GB,en,Drama,8.4,12.0,5
tt0055753,Gli anni ruggenti,1962.0,IT,it,Comedy,7.4,492.0,6
tt8544372,Senza Distanza,2018.0,IT,it,"Comedy, Drama",7.3,27.0,4
tt0401710,Paraiso,2003.0,DE,es,Documentary,8.5,27.0,4
tt0488208,Síðasti bærinn í dalnum,1950.0,IS,is,"Drama, Family, Fantasy",7.3,23.0,4
tt0208726,La beauté du monde,1999.0,FR,fr,Comedy,7.5,17.0,4
tt7226936,Hänsel und Gretel,2015.0,AT,de,"Family, Fantasy, Musical",7.0,6.0,3
tt0123013,Clandestins,1997.0,CH,fr,Drama,7.1,141.0,6
tt4551794,All the Precious Things,2015.0,IT,it,"Comedy, Crime, Thriller",7.7,14.0,3
tt0414852,Banlieue 13,2004.0,FR,fr,"Action, Crime, Sci-Fi, Thriller",7.1,74951.0,7
tt0441853,Delitto sul Po,2001.0,IT,it,Crime,7.3,27.0,5
tt3619906,Drunken Butterflies,2014.0,GB,en,"Action, Comedy, Drama, Romance",7.4,7.0,4
tt0204385,Les hommes sans peur,1942.0,FR,fr,,7.0,11.0,4
tt9582202,Hvor man vender tilbake,2019.0,NO,no,Documentary,7.0,17.0,4
tt0454645,Les vacances de Noël,2005.0,BE,fr,Romance,7.2,23.0,3
tt5119320,Porto,2016.0,PT,en,"Drama, Romance",6.0,2310.0,6
tt13075396,Le Jardin des âges,1982.0,FR,fr,,7.3,11.0,6
tt0431839,Isältä pojalle,2004.0,FI,fi,Documentary,7.0,108.0,7
tt1935209,Quem Vai à Guerra,2011.0,PT,pt,"Documentary, Biography, History, War",8.0,29.0,5
tt0290673,Irréversible,2002.0,FR,fr,"Crime, Drama, Mystery, Thriller",7.3,151970.0,9
tt3894774,Mi chiamava Valerio,2014.0,IT,it,"Drama, History, Sport",7.9,16.0,3
tt6238198,The Passing Years,2016.0,NL,nl,Documentary,7.7,14.0,4
tt3945422,Praunheim Memoires,2014.0,DE,de,Documentary,7.4,16.0,4
tt6280910,Aires Mateus: Matéria em Avesso,2017.0,PT,pt,Documentary,8.2,24.0,3
tt0413421,Die kleine Veronika,1929.0,AT,zxx,Romance,7.0,29.0,4
tt1346294,Once Upon a Time in Norway,2007.0,NO,no,"Documentary, Music",7.1,912.0,6
tt5992578,Zen for Nothing,2016.0,CH,en,Documentary,7.0,113.0,6
tt5143810,[Nothing] about Love,2022.0,RO,ro,Drama,7.5,17.0,4
tt2816568,Pierre Rabhi au nom de la terre,2013.0,FR,fr,Documentary,7.6,21.0,4
tt3836486,El círculo de Raynard,2014.0,ES,es,"Fantasy, Mystery, Thriller",7.4,17.0,3
tt14686256,Birds of America,2021.0,FR,fr,Documentary,7.3,51.0,7
tt4478062,Banana Pancakes and the Children of Sticky Rice,2015.0,NL,lo,"Documentary, Adventure, Drama",7.1,135.0,9
tt1183930,Diagnosis Superstar,2011.0,GB,en,"Comedy, Drama",7.2,18.0,4
tt0266624,Das Himmler Projekt,2000.0,DE,de,Documentary,8.5,135.0,7
tt0460480,Juventude em Marcha,2006.0,PT,kea,Drama,6.9,1808.0,9
tt5861350,Fame,2017.0,FR,it,Documentary,8.1,21.0,4
tt2575382,Si-o-se Pol,2013.0,DE,de,Drama,7.3,86.0,7
tt1815799,Les bien-aimés,2011.0,FR,fr,"Comedy, Drama, Musical, Romance",6.1,2609.0,9
tt4795132,Dietro gli occhiali bianchi,2015.0,IT,it,"Documentary, Biography",7.1,260.0,7
tt0497646,"Nou, dat was het dan!",2005.0,NL,nl,Documentary,7.3,989.0,6
tt27157747,The House That Stood,2023.0,GB,de,"Drama, History",9.7,56.0,6
tt1322401,To vouno brosta,2008.0,GR,el,Drama,7.2,29.0,4
tt27811483,Les Guerres de Christine S.,2023.0,FR,fr,Documentary,7.6,8.0,4
tt10949122,El Houb,2022.0,NL,ar,Drama,7.0,575.0,6
tt1270846,Rule of Law: Justiz im Kosovo,2006.0,AT,en,"Documentary, War",7.9,17.0,5
tt0097685,Krieg in Wien,1989.0,AT,de,Documentary,7.6,24.0,4
tt0354170,La vie sans Vincent,2001.0,FR,fr,"Drama, Romance",9.0,13.0,4
tt2807024,Devet polozaja samoce,2014.0,BA,bs,Drama,7.2,24.0,7
tt5461220,S & M: Les Sadiques,2016.0,DE,de,Drama,7.8,27.0,5
tt0140894,"Chile, la memoria obstinada",1997.0,FR,es,Documentary,7.8,380.0,8
tt1808666,What Have You Done Today Mervyn Day?,2005.0,GB,en,Documentary,7.0,48.0,6
tt4500584,Dotkniecie aniola,2015.0,DE,pl,Documentary,8.3,66.0,7
tt3576388,"Private Revolutions: Young, Female, Egyptian",2014.0,AT,ar,"Documentary, Drama, History, News",8.3,21.0,5
tt0108276,T' Aves Bachtalo,1994.0,NL,,Documentary,8.1,8.0,3
tt0432938,Man in de war,1984.0,NL,nl,Comedy,7.7,11.0,2
tt0221911,Deutsche Polizisten: Viele Kulturen - Eine Truppe,2004.0,DE,de,Documentary,8.3,27.0,5
tt6779028,Taurins Senior,2023.0,AT,lv,"Comedy, Drama",7.2,13.0,1
tt0170233,Meddig él az ember? I-II,1968.0,HU,hu,Documentary,8.3,12.0,4
tt0266612,Harakiri,2000.0,NL,nl,,7.8,7.0,5
tt1077237,Cosmonaut Polyakov,2007.0,DE,ru,Documentary,7.6,11.0,4
tt11566030,Le goût du secret,2019.0,FR,fr,Documentary,7.2,6.0,3
tt0254983,Balamos,1982.0,GR,el,"Adventure, Drama, Fantasy",7.3,85.0,6
tt6445412,Eclosión y evolución del fanzine de genero en España,2013.0,ES,es,Documentary,9.5,23.0,3
tt0024710,La tête d'un homme,1933.0,FR,fr,"Crime, Mystery, Thriller",7.1,718.0,9
tt0216339,Vermisat,1974.0,IT,it,Drama,7.3,24.0,4
tt3588212,"Wenn es blendet, öffne die Augen",2014.0,AT,ru,"Documentary, Romance",8.3,12.0,4
tt0205932,La fille aux yeux gris,1945.0,FR,fr,Drama,7.3,17.0,3
tt3734636,Making It,2015.0,GB,en,"Comedy, Drama",7.1,21.0,4
tt1419560,Trip,2009.0,RO,ro,Drama,7.2,50.0,7
tt28662969,Dottern bakom järnridån,2022.0,SE,sv,Documentary,9.1,17.0,6
tt0183710,Rien que les heures,1926.0,FR,zxx,Documentary,7.1,601.0,6
tt0086466,La tragédie de Carmen,1983.0,FR,fr,"Drama, Musical",7.6,62.0,7
tt4597642,Gente que vive fuera,2014.0,ES,es,Documentary,7.2,7.0,3
tt0113158,Georgia,1995.0,FR,en,"Drama, Music",6.5,3389.0,7
tt2325645,Dom Zauvijek,2012.0,GB,hr,"Documentary, History, War",7.9,25.0,5
tt0290841,Sauvage innocence,2001.0,FR,fr,"Comedy, Drama",7.0,543.0,7
tt9426482,La mia amica geniale,2018.0,IT,it,Documentary,8.0,481.0,6
tt3576386,I am Chut Wutty,2015.0,GB,km,"Documentary, Animation, Biography",7.7,14.0,4
tt0090210,Trous de mémoire,1985.0,FR,fr,Drama,7.1,25.0,5
tt0015352,Ein Sommernachtstraum,1925.0,DE,zxx,Fantasy,7.3,11.0,4
tt8550274,Medronho Todos Os Dias (Unedo Omnes Dies),2017.0,PT,pt,Documentary,8.4,13.0,3
tt0006108,Strejken,1914.0,SE,zxx,Drama,7.9,12.0,6
tt22046126,Lars Eidinger - Sein oder nicht sein,2022.0,DE,de,Documentary,7.4,99.0,6
tt6543652,Zimna wojna,2018.0,PL,pl,"Drama, Music, Romance",7.5,63093.0,11
tt0259166,80 grader aust for Birdland,2000.0,NO,no,"Drama, Music",7.0,23.0,4
tt0069705,Un Amleto di meno,1973.0,IT,it,Drama,7.1,198.0,6
tt2463808,Quod erat demonstrandum,2013.0,RO,ro,"Drama, Thriller",7.3,398.0,6
tt11158930,5 Minute,2019.0,RO,ro,Drama,7.3,577.0,7
tt1080597,"Dos patrias, Cuba y la noche",2007.0,DE,es,Documentary,8.3,32.0,5
tt11253292,Ostatni ludzie Czarnobyla 2,2019.0,PL,uk,Documentary,9.1,19.0,4
tt2825762,Lotte Reiniger - Tanz der Schatten,2012.0,DE,de,"Documentary, Animation, Biography, History",7.2,18.0,3
tt0240982,Tiszavirág,1939.0,HU,hu,Romance,7.6,10.0,3
tt18228744,Taliban Land,2022.0,DK,da,Documentary,7.6,20.0,4
tt8439780,Divino inferno: Et Rodin créa la Porte de l'Enfer,2017.0,FR,fr,Documentary,8.2,32.0,4
tt6638846,Marikas Missio,2017.0,DE,de,Documentary,7.5,8.0,4
tt4540384,A Fábrica de Nada,2017.0,PT,pt,"Drama, Musical",7.1,936.0,6
tt4176820,"EU 013, l'Ultima Frontiera",2014.0,IT,it,Documentary,7.0,5.0,7
tt0804365,Südostpassage,2002.0,DE,de,Documentary,7.5,12.0,4
tt6434272,"Transformacja cz. 1 - NEP, TRUST i gluchoniemi slepcy",2012.0,PL,pl,Documentary,8.0,27.0,4
tt0197493,Frühlingserwachen,1929.0,DE,zxx,Drama,7.5,24.0,3
tt6437958,La máquina del tiempo del cine aragonés,2016.0,ES,es,Documentary,9.4,25.0,6
tt4250080,Inside Piano,2013.0,FR,it,Documentary,9.1,10.0,3
tt8094890,Donzela Guerreira,2019.0,PT,pt,Drama,7.6,18.0,3
tt4965258,Le Pan prima della Pan,2015.0,IT,it,"Biography, History",8.2,9.0,2
tt21340012,Yunaci rocka,2022.0,HR,hr,Comedy,7.9,22.0,5
tt0033217,Verwandte sind auch Menschen,1940.0,DE,de,,7.2,7.0,3
tt0061084,Oi voskoi,1967.0,GR,el,"Comedy, Drama",7.6,482.0,6
tt6847636,Food 3.0,2017.0,FR,fr,Documentary,7.4,26.0,3
tt7184174,Quelques jours ensemble,2014.0,FR,fr,"Documentary, Adventure",7.6,6.0,3
tt10656198,Menese,2019.0,ES,es,Documentary,7.6,9.0,4
tt4445262,Mig og min far - hvem fanden gider klappe?,2014.0,DK,da,"Documentary, Drama",7.7,31.0,4
tt0080347,De plaats van de vreemdeling,1979.0,NL,nl,Documentary,7.4,34.0,6
tt18450764,Se mig som jeg er,2022.0,DK,da,Documentary,7.8,5.0,2
tt3377380,The Wonderful World of Bill Maynard,2013.0,GB,fr,Biography,8.8,15.0,2
tt0129327,A Póvoa de Varzim,1942.0,PT,pt,Documentary,7.2,6.0,3
tt0101558,Celibidache,1992.0,DE,de,"Documentary, Music",8.5,29.0,3
tt0030332,Konzert in Tirol,1938.0,AT,de,"Music, Romance",7.4,11.0,3
tt2599916,Sukupolvi,2011.0,FI,fi,Documentary,7.4,8.0,5
tt0289392,Pinkel,1982.0,NL,nl,"Documentary, Drama",7.0,84.0,7
tt11341770,Once Upon a Time in the City on the Stone,2019.0,UA,uk,"Comedy, Crime",9.0,12.0,4
tt14064740,Tasty,2024.0,LT,lt,Comedy,8.3,29.0,5
tt0115861,Chamane,1996.0,FR,ru,Adventure,7.1,304.0,6
tt0207145,Tant qu'on a la santé,1966.0,FR,fr,Comedy,7.1,886.0,7
tt1131593,Juvenile Liaison 2,1990.0,GB,en,Documentary,7.1,58.0,6
tt3723630,Halbmondwahrheiten,2014.0,DE,de,Documentary,7.5,8.0,3
tt0130207,The Rocket Bus,1929.0,FR,fr,"Comedy, Fantasy",7.0,15.0,2
tt9057934,Art & Mind,2019.0,GB,en,Documentary,7.4,73.0,6
tt0274056,Roald Amundsen,1954.0,NO,no,"Documentary, Biography",7.4,6.0,3
tt29639086,The Male Gaze: A Better Tomorrow,2023.0,GR,eu,Drama,7.6,17.0,5
tt32086034,Vingt dieux,2024.0,FR,fr,"Comedy, Drama",7.1,362.0,9
tt3262780,"Roque Dalton, fusilemos la noche!",2013.0,AT,es,"Documentary, Biography, History",7.7,22.0,8
tt0195057,"Menschen, die vorüberziehen",1942.0,CH,de,Drama,7.2,27.0,5
tt6128082,Chamber Music Wonderland,2017.0,AT,de,Documentary,9.2,12.0,2
tt0197516,"Girotondo, giro attorno al mondo",1999.0,IT,it,Drama,7.5,41.0,8
tt4204006,Uma Montanha do Tamanho do Homem,2014.0,PT,pt,Documentary,8.2,25.0,6
tt0442849,Tissit & Tango,1994.0,FI,fi,Documentary,7.4,11.0,4
tt0121407,Iratan e Iracema,1987.0,PT,,"Family, Fantasy",7.2,15.0,3
tt0127289,Sixth Happiness,1997.0,GB,en,Drama,7.1,149.0,7
tt0422349,Marele jaf comunist,2004.0,RO,ro,Documentary,7.0,496.0,7
tt0043972,The River,1951.0,FR,en,"Drama, Romance",7.4,7040.0,9
tt4944696,Colisión,2016.0,ES,es,"Comedy, Drama",7.6,6.0,4
tt10394738,I Am Greta,2020.0,SE,en,"Documentary, Biography",7.5,8440.0,8
tt0018189,Das Mädchen mit den fünf Nullen,1927.0,DE,zxx,Comedy,7.3,20.0,3
tt1070345,ICH WILL DICH - Begegnungen mit Hilde Domin,2007.0,DE,de,Documentary,8.4,28.0,5
tt5579350,Courts mais Gay: Tome 1,2001.0,FR,fr,"Comedy, Drama",8.6,9.0,2
tt11605190,Saumialuk. Le grand gaucher,1990.0,FR,iu,Documentary,7.5,12.0,4
tt7106506,Murer: Anatomie eines Prozesses,2018.0,AT,de,"Drama, History",7.0,733.0,6
tt6768578,Dogman,2018.0,IT,it,"Crime, Drama, Thriller",7.2,30554.0,10
tt0434221,Le nabab,1913.0,FR,zxx,,7.0,8.0,2
tt0094777,La Bohème,1988.0,FR,it,"Drama, Musical, Romance",7.1,109.0,6
tt8752420,Relatos de Eleria: El Viaje de Gawain,2018.0,ES,es,"Adventure, Drama, Fantasy",7.9,18.0,4
tt12622578,Urbex,2024.0,GB,fr,"Drama, Thriller",8.5,6.0,2
tt25436002,Sound the Alarm,2022.0,NO,no,Documentary,7.1,23.0,3
tt1500140,Brecha,2009.0,ES,es,Drama,7.0,283.0,6
tt3102300,Flore,2014.0,FR,fr,"Documentary, Biography, Drama, Family",7.7,24.0,4
tt7549876,Der unsichtbare Film,2017.0,DE,de,Comedy,8.1,11.0,3
tt0062285,Soleil Ô,1970.0,FR,fr,Drama,7.3,898.0,9
tt4089364,My world is upside down,2016.0,MK,sl,"Documentary, Music",7.3,30.0,5
tt0192365,Nijinsky: Unfinished Project,1970.0,GB,en,"Biography, Drama",7.2,23.0,5
tt4345668,Höggið,2014.0,IS,is,Documentary,8.4,18.0,3
tt2851756,"Comediants, amb el sol a la maleta",2013.0,ES,ca,Documentary,8.5,9.0,4
tt6966120,Knaster,2017.0,SE,sv,Drama,7.1,11.0,3
tt14812784,A Night of Knowing Nothing,2021.0,FR,hi,Documentary,7.2,570.0,7
tt0064169,Le clan des Siciliens,1969.0,FR,it,"Crime, Drama",7.4,9673.0,10
tt0040093,Das andere Leben,1948.0,AT,de,Drama,7.1,13.0,3
tt2536602,Emboscats. Memòria d'una geografia secreta,2012.0,ES,ca,Documentary,8.8,6.0,2
tt3150876,"Tarr Béla, I Used to Be a Filmmaker",2013.0,FR,hu,Documentary,7.1,242.0,6
tt5098050,Die Verlorenen,2015.0,DE,de,"Drama, History",7.4,7.0,4
tt0132489,Die Sache mit Styx,1942.0,DE,de,"Comedy, Crime, Romance",7.3,26.0,3
tt2642482,'Så fruktansvärt onödigt' - känslor och tankar kring barn och olyckor,1979.0,SE,sv,Documentary,7.0,10.0,3
tt5229764,Råggywood: Vi ska bli rappare,2015.0,SE,sv,Comedy,7.2,37.0,6
tt6602426,WildMed. El último bosque mediterráneo,2014.0,ES,es,Documentary,7.4,9.0,5
tt0141956,Viata învinge,1951.0,RO,ro,Drama,7.3,13.0,3
tt4084272,Kampen om Hardanger,2014.0,NO,no,Documentary,7.8,8.0,3
tt6509942,Dasein,2017.0,DE,de,Drama,8.2,13.0,3
tt0846989,"Je ne voyage pas, je rêve",2005.0,BE,nl,Documentary,9.4,10.0,2
tt2109211,Stories from Lakka Beach,2011.0,NL,,Documentary,7.6,14.0,3
tt5988988,Stylus,2010.0,GR,el,"Crime, Drama, Thriller",8.6,11.0,3
tt0202290,La chanson de l'adieu,1934.0,DE,fr,"Drama, History, Music",7.5,13.0,3
tt11316996,A Touch of Vengeance,2022.0,GB,en,"Action, Crime, Drama",9.0,33.0,5
tt7981638,Around India with a Movie Camera,2018.0,GB,en,Documentary,7.5,45.0,6
tt14022014,Tríptico elemental de España,1996.0,ES,es,Documentary,7.8,28.0,7
tt0168935,Konsul,1989.0,PL,pl,"Action, Comedy, Crime",7.1,537.0,6
tt9143184,Tijera contra papel,2018.0,ES,es,"Documentary, Drama",8.1,12.0,6
tt32249940,Riefenstahl,2024.0,DE,de,Documentary,7.2,318.0,7
tt1542440,Dal: Yma/Nawr,2003.0,GB,cy,Documentary,7.5,18.0,2
tt4571048,Yangon Calling,2012.0,DE,de,Documentary,8.0,8.0,3
tt6574918,Dick Verdult: It Is True But Not Here,2017.0,NL,en,Documentary,8.4,21.0,5
tt0117960,El tren de las ocho,1996.0,ES,es,,7.1,19.0,3
tt1445608,D'une seule voix,2008.0,FR,fr,"Documentary, Music",7.7,15.0,3
tt4499618,Schwarzkopf BRD: Martin Luther King in Berlin!,2014.0,DE,de,"Documentary, Drama, History, News",7.8,7.0,5
tt9746500,Erde,2019.0,AT,en,Documentary,7.1,282.0,6
tt13043828,Unblock Cuba,2020.0,ES,es,Documentary,7.3,19.0,4
tt1399000,Epistrofi sti Milo,2009.0,GR,el,Documentary,9.1,17.0,2
tt0171561,Në çdo stinë,1980.0,AL,sq,"Drama, Romance",7.3,12.0,4
tt10445402,Dan Hawk Psychic Detective,2024.0,GB,,Thriller,7.6,8.0,3
tt0119958,Propellerblume,1997.0,CH,de,Comedy,7.1,18.0,4
tt8480960,Baracoa,2019.0,CH,es,"Documentary, Drama",7.3,26.0,5
tt15206424,Auf dem Weg - Wenn Begegnungen verändern,2021.0,DE,de,"Documentary, Adventure",8.5,6.0,3
tt4800024,"Hubert de Givenchy, un destin Haute Couture",2015.0,FR,fr,Documentary,7.0,13.0,3
tt0458235,Robert Fortune: The Tea Thief,2001.0,BE,fr,Documentary,8.4,13.0,3
tt16476902,Czarnobyl: Ludzie ze stali,2022.0,PL,ru,Documentary,8.3,7.0,4
tt27720951,Flotacija,2023.0,RS,sr,Documentary,8.3,15.0,3
tt0236092,La chambre rouge,1972.0,BE,fr,Drama,7.8,17.0,4
tt5572792,Lo que vale un peine,2015.0,ES,es,Documentary,7.7,10.0,4
tt0024715,...und es leuchtet die Pußta,1933.0,DE,de,"Comedy, Drama",8.0,12.0,2
tt3613418,Ritratti di surf,2012.0,IT,it,"Documentary, Action",7.5,13.0,3
tt1970028,Stoppa Smash!,2011.0,SE,sv,"Action, Comedy, Drama",7.2,26.0,4
tt7135738,Alberto García-Alix. La línea de sombra,2017.0,ES,es,Documentary,7.6,21.0,5
tt0015801,Feu Mathias Pascal,1925.0,FR,zxx,"Comedy, Drama, Romance",7.0,455.0,6
tt7238338,Walter Pfeiffer: Chasing Beauty,2017.0,CH,de,"Documentary, Biography",7.0,10.0,4
tt1516527,Dancing with the Storms,2009.0,CH,fr,"Documentary, Adventure",9.0,8.0,3
tt9138170,Limbo,2020.0,GB,en,"Comedy, Drama",7.2,5505.0,9
tt7471026,La Biographie Inventée,2018.0,FR,es,Biography,7.0,10.0,4
tt10706602,Colectiv,2019.0,RO,ro,"Documentary, Crime",8.1,13725.0,10
tt12223020,Mujereando. El Quejío de una Diosa,2020.0,ES,es,Documentary,7.5,8.0,3
tt13774930,"Vida Comienza, Vida Termina",2021.0,CH,gsw,Drama,7.1,11.0,4
tt0297263,La loterie de la vie,1977.0,FR,,Documentary,7.7,21.0,4
tt4920450,Chris the Swiss,2018.0,CH,de,"Documentary, Animation, Biography, Drama, War",7.1,573.0,6
tt0202283,C'est quoi la vie?,1999.0,FR,fr,Drama,7.1,446.0,6
tt0064920,Il mercenario,1968.0,IT,en,"Comedy, Western",7.1,6316.0,7
tt3195776,Gelateria,2019.0,DE,,Drama,8.3,21.0,5
tt27811455,Pink for the Masses,2023.0,IT,en,Horror,7.6,16.0,4
tt15539332,Ako som sa stala partizánkou,2021.0,CZ,sk,Documentary,7.4,10.0,3
tt5687334,Le Redoutable,2017.0,FR,fr,"Biography, Comedy, Drama, Romance",6.6,6131.0,9
tt0171567,Nespokoen dom,1965.0,BG,bg,Drama,7.6,21.0,4
tt0032040,La tonta del bote,1939.0,ES,es,"Comedy, Romance",7.8,6.0,3
tt0111652,Wachtmeister Zumbühl,1994.0,CH,gsw,Drama,8.1,15.0,4
tt0074665,Iconockaut,1976.0,ES,es,,7.2,19.0,5
tt0108545,Weltmeister,1994.0,DE,de,"Drama, Romance",7.0,10.0,4
tt1706605,I sogni nel mirino,2002.0,IT,it,Documentary,7.8,15.0,4
tt1451382,Die Widerständigen. Zeugen der Weißen Rose,2008.0,DE,de,Documentary,7.8,19.0,4
tt0035753,Le corbeau,1943.0,FR,fr,"Crime, Drama, Horror, Mystery, Thriller",7.8,11295.0,10
tt1252527,Die Wahrheit über die Stasi,1992.0,DE,de,"Comedy, Drama, History, Musical, Sci-Fi",7.8,18.0,4
tt14892704,Deportation 44-46,2021.0,UA,,"Documentary, Drama, History, War",7.1,8.0,3
tt0240211,Propellerblume,1997.0,CH,de,Comedy,7.1,18.0,3
tt1381403,Die Bielefeld Verschwörung,2010.0,DE,de,"Action, Adventure, Comedy, Mystery, Thriller",7.1,73.0,6
tt0103868,Boven de bergen,1992.0,NL,nl,Drama,7.6,19.0,4
tt0021993,Im Geheimdienst,1931.0,DE,de,Drama,8.3,18.0,2
tt0366221,Ispred prve linije,2004.0,BA,qbo,,9.6,11.0,4
tt1245112,[Rec]²,2009.0,ES,es,"Horror, Thriller",6.5,80511.0,5
