titleId,aggregateRating,totalVotes,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10
tt1981107,7.0,21341.0,228.0,120.0,203.0,447.0,1273.0,3511.0,7021.0,5017.0,2013.0,1508.0
tt0075617,6.5,4148.0,94.0,77.0,121.0,238.0,432.0,883.0,892.0,517.0,223.0,671.0
tt0103939,7.5,65370.0,439.0,223.0,323.0,766.0,2524.0,6745.0,18214.0,20760.0,8250.0,7126.0
tt0065524,5.9,2904.0,67.0,51.0,96.0,253.0,526.0,821.0,546.0,260.0,86.0,198.0
tt0076504,5.8,14875.0,464.0,421.0,799.0,1431.0,2675.0,3691.0,2676.0,1221.0,500.0,997.0
tt1103275,7.0,45684.0,566.0,349.0,583.0,1192.0,3075.0,7914.0,14546.0,10532.0,3959.0,2968.0
tt0352230,6.1,2430.0,95.0,56.0,84.0,172.0,339.0,628.0,530.0,245.0,96.0,185.0
tt4615248,6.8,105152.0,3215.0,1688.0,2461.0,4396.0,8276.0,16377.0,26925.0,22917.0,10692.0,8205.0
tt1250777,7.6,619404.0,7367.0,3581.0,5306.0,9946.0,23109.0,61779.0,155065.0,193091.0,91259.0,68901.0
tt0202381,6.2,11141.0,498.0,355.0,488.0,771.0,1323.0,2051.0,2310.0,1452.0,661.0,1232.0
tt0100881,5.1,1464.0,68.0,58.0,123.0,201.0,376.0,307.0,174.0,60.0,16.0,81.0
tt0289765,7.2,310632.0,1569.0,960.0,1795.0,4050.0,12401.0,42035.0,110273.0,87938.0,28838.0,20773.0
tt1263750,6.0,28051.0,1289.0,791.0,1080.0,1912.0,3571.0,5721.0,5512.0,3495.0,1700.0,2980.0
tt0053994,6.5,1751.0,30.0,17.0,39.0,58.0,198.0,404.0,524.0,225.0,98.0,158.0
tt1059786,6.6,201357.0,2370.0,1991.0,3473.0,7799.0,19232.0,47520.0,64706.0,32179.0,10962.0,11125.0
tt0062133,6.7,1775.0,30.0,26.0,44.0,66.0,150.0,299.0,494.0,314.0,151.0,201.0
tt0091530,7.4,70596.0,796.0,387.0,538.0,1110.0,3264.0,8203.0,18794.0,20052.0,9344.0,8108.0
tt0462499,7.0,255891.0,4267.0,2275.0,3659.0,7004.0,17015.0,39914.0,74428.0,52564.0,22664.0,32101.0
tt0048673,7.1,11253.0,123.0,85.0,139.0,273.0,635.0,1714.0,3154.0,2482.0,1063.0,1585.0
tt0071200,5.6,4642.0,124.0,124.0,209.0,498.0,1003.0,1249.0,707.0,321.0,128.0,279.0
tt8745676,7.4,40198.0,520.0,159.0,217.0,409.0,1198.0,4405.0,11726.0,11766.0,4931.0,4867.0
tt0067656,6.5,14492.0,244.0,229.0,385.0,794.0,1600.0,3153.0,3858.0,2354.0,885.0,990.0
tt0086034,6.5,120346.0,991.0,971.0,1836.0,4550.0,12557.0,32715.0,39822.0,16357.0,4647.0,5900.0
tt0457513,6.6,90469.0,1143.0,667.0,1207.0,2942.0,8007.0,21194.0,31417.0,15059.0,4587.0,4246.0
tt0075793,8.0,8685.0,67.0,66.0,42.0,74.0,208.0,532.0,1314.0,2815.0,1952.0,1615.0
tt0179182,5.3,2952.0,187.0,134.0,189.0,367.0,678.0,528.0,368.0,208.0,74.0,219.0
tt2190984,6.0,186327.0,7684.0,3841.0,6373.0,12514.0,28507.0,51165.0,42924.0,18802.0,5953.0,8564.0
tt1016241,3.9,1155.0,122.0,161.0,194.0,215.0,169.0,110.0,62.0,23.0,14.0,85.0
tt2323372,7.3,1131.0,27.0,13.0,17.0,22.0,36.0,120.0,278.0,293.0,140.0,185.0
tt0410764,6.3,35877.0,1337.0,975.0,1364.0,2086.0,3515.0,6028.0,7622.0,6135.0,3275.0,3540.0
tt6938982,6.9,43957.0,496.0,340.0,530.0,1136.0,3031.0,7594.0,14193.0,9984.0,3638.0,3015.0
tt0058182,7.5,50904.0,530.0,347.0,494.0,947.0,2698.0,5596.0,10857.0,12602.0,6543.0,10290.0
tt11260832,6.1,24258.0,4370.0,535.0,469.0,752.0,1462.0,2523.0,2846.0,1878.0,1277.0,8146.0
tt8623904,6.5,105910.0,2029.0,1341.0,2184.0,4447.0,10449.0,23258.0,29443.0,16994.0,6663.0,9102.0
tt8337332,6.3,28821.0,430.0,269.0,546.0,1142.0,3535.0,9091.0,8391.0,3085.0,818.0,1514.0
tt0458413,6.3,35614.0,423.0,399.0,738.0,1758.0,4337.0,9480.0,10347.0,4782.0,1557.0,1793.0
tt0435670,6.1,37265.0,1352.0,936.0,1388.0,2420.0,4582.0,7795.0,7748.0,4760.0,2272.0,4012.0
tt0084719,6.3,13832.0,370.0,250.0,446.0,789.0,1708.0,3289.0,3305.0,1942.0,661.0,1072.0
tt2872732,6.4,575789.0,11974.0,10037.0,16604.0,31544.0,67066.0,131698.0,145401.0,83876.0,35451.0,42138.0
tt0304141,7.9,762136.0,6088.0,1785.0,3130.0,5834.0,16569.0,49354.0,153756.0,250323.0,130645.0,144652.0
tt0068909,6.5,5183.0,143.0,83.0,148.0,280.0,499.0,980.0,1134.0,757.0,369.0,790.0
tt1244668,7.2,42524.0,402.0,186.0,327.0,699.0,1787.0,5401.0,13726.0,12415.0,4447.0,3134.0
tt1337412,7.8,107180.0,819.0,299.0,495.0,912.0,2441.0,7515.0,22366.0,38169.0,22397.0,11767.0
tt1057581,5.4,4089.0,305.0,170.0,205.0,335.0,536.0,560.0,468.0,357.0,233.0,920.0
tt0371878,5.8,1290.0,56.0,41.0,59.0,109.0,202.0,298.0,229.0,119.0,56.0,121.0
tt22498452,6.5,258.0,7.0,3.0,7.0,8.0,19.0,68.0,78.0,43.0,7.0,18.0
tt0057197,7.3,34241.0,206.0,106.0,279.0,506.0,1592.0,4674.0,10732.0,8892.0,3509.0,3745.0
tt27131358,7.0,70962.0,861.0,457.0,717.0,1596.0,4228.0,12168.0,23253.0,15991.0,5916.0,5775.0
tt15599574,7.5,207262.0,1398.0,544.0,853.0,1605.0,4915.0,17579.0,57339.0,72054.0,28344.0,22631.0
tt0117604,6.1,750.0,39.0,7.0,9.0,16.0,20.0,19.0,29.0,22.0,24.0,565.0
tt0109327,6.0,14183.0,349.0,239.0,560.0,1029.0,2071.0,3434.0,2820.0,1723.0,660.0,1298.0
tt7917178,5.9,13126.0,341.0,291.0,505.0,1029.0,2173.0,3489.0,2846.0,1467.0,446.0,539.0
tt0062820,6.1,243.0,7.0,8.0,6.0,20.0,33.0,48.0,58.0,26.0,20.0,17.0
tt0910554,6.9,38559.0,457.0,276.0,457.0,959.0,2440.0,6471.0,12119.0,8943.0,3610.0,2827.0
tt1877832,7.9,785525.0,4599.0,1832.0,2816.0,5669.0,15852.0,51042.0,158983.0,268607.0,161582.0,114543.0
tt5747400,6.5,1594.0,48.0,13.0,24.0,77.0,145.0,378.0,407.0,230.0,97.0,175.0
tt0144178,6.3,1026.0,48.0,26.0,39.0,67.0,128.0,201.0,199.0,123.0,68.0,127.0
tt0071783,4.7,217.0,23.0,17.0,20.0,31.0,53.0,29.0,15.0,9.0,5.0,15.0
tt0351259,6.3,90.0,8.0,2.0,6.0,6.0,8.0,22.0,14.0,14.0,8.0,2.0
tt0073594,6.3,3291.0,91.0,59.0,102.0,208.0,418.0,782.0,816.0,422.0,177.0,216.0
tt0077733,6.5,10957.0,223.0,164.0,258.0,473.0,1083.0,2467.0,3079.0,1756.0,671.0,783.0
tt1305621,6.1,4292.0,148.0,85.0,120.0,276.0,562.0,1159.0,950.0,424.0,196.0,372.0
tt0406650,6.8,19565.0,458.0,297.0,387.0,687.0,1393.0,2754.0,4848.0,4076.0,2078.0,2587.0
tt2056694,7.6,97.0,10.0,4.0,2.0,4.0,9.0,11.0,10.0,8.0,8.0,31.0
tt0070959,7.7,6695.0,89.0,43.0,42.0,76.0,188.0,499.0,1460.0,2264.0,1127.0,907.0
tt0433383,7.4,104969.0,1323.0,599.0,913.0,1662.0,4117.0,11161.0,27733.0,32266.0,15173.0,10022.0
tt0116648,4.9,421.0,34.0,26.0,31.0,76.0,80.0,50.0,44.0,21.0,16.0,43.0
tt0057811,6.4,5041.0,110.0,38.0,85.0,212.0,567.0,1450.0,1408.0,647.0,230.0,294.0
tt1191111,7.2,94147.0,2273.0,1337.0,1869.0,2895.0,5354.0,10328.0,20505.0,22511.0,14507.0,12568.0
tt9648672,3.8,8876.0,3245.0,587.0,539.0,604.0,590.0,444.0,346.0,255.0,219.0,2047.0
tt1320244,5.7,54227.0,2680.0,1921.0,2953.0,5132.0,9840.0,13127.0,9907.0,4747.0,1632.0,2288.0
tt0049646,6.6,8344.0,91.0,74.0,109.0,285.0,809.0,2047.0,2758.0,1326.0,407.0,438.0
tt0386504,5.7,7087.0,274.0,239.0,333.0,618.0,1122.0,1503.0,1220.0,681.0,318.0,779.0
tt3103632,5.8,473.0,38.0,15.0,21.0,40.0,55.0,99.0,82.0,40.0,11.0,72.0
tt1441083,6.8,516.0,20.0,7.0,10.0,21.0,36.0,109.0,152.0,80.0,37.0,44.0
tt3111626,6.0,267.0,16.0,11.0,10.0,27.0,25.0,41.0,50.0,41.0,17.0,29.0
tt6811018,6.1,20381.0,604.0,343.0,629.0,1393.0,3144.0,5893.0,4616.0,2123.0,648.0,988.0
tt4005402,7.0,59551.0,669.0,351.0,600.0,1187.0,3167.0,8576.0,19158.0,14959.0,5588.0,5296.0
tt0082924,6.3,9027.0,163.0,140.0,234.0,477.0,1074.0,2210.0,2147.0,1123.0,472.0,987.0
tt0368794,6.8,63380.0,1662.0,986.0,1328.0,2369.0,4954.0,9645.0,16006.0,12586.0,6480.0,7364.0
tt0069343,6.3,3983.0,84.0,57.0,91.0,221.0,522.0,1107.0,1080.0,455.0,147.0,219.0
tt4273292,6.8,32431.0,773.0,380.0,603.0,1141.0,2759.0,6293.0,10050.0,6739.0,2233.0,1460.0
tt0385752,6.1,203325.0,5536.0,3629.0,6984.0,13946.0,30519.0,52743.0,45753.0,22920.0,8966.0,12329.0
tt0022100,8.3,182154.0,4455.0,1119.0,1409.0,2421.0,4751.0,9682.0,25338.0,49702.0,43475.0,39802.0
tt4702346,5.9,4784.0,66.0,34.0,36.0,60.0,90.0,168.0,316.0,854.0,1615.0,1545.0
tt2620290,7.5,336.0,11.0,3.0,1.0,6.0,13.0,31.0,79.0,103.0,42.0,47.0
tt0462504,7.2,115907.0,1106.0,496.0,879.0,1707.0,4770.0,15056.0,38610.0,33511.0,11202.0,8570.0
tt0060794,6.9,8526.0,85.0,72.0,138.0,275.0,719.0,1620.0,2534.0,1674.0,746.0,663.0
tt0069729,5.2,2519.0,113.0,83.0,195.0,347.0,596.0,579.0,299.0,114.0,52.0,141.0
tt0400426,3.2,15610.0,4573.0,2291.0,2353.0,1947.0,1597.0,940.0,539.0,266.0,141.0,963.0
tt1865505,8.0,67754.0,550.0,322.0,274.0,483.0,1357.0,3698.0,11267.0,20812.0,15536.0,13455.0
tt0306892,5.6,4694.0,166.0,125.0,230.0,434.0,859.0,1204.0,753.0,404.0,172.0,347.0
tt0049429,6.5,2273.0,40.0,17.0,33.0,92.0,275.0,613.0,707.0,302.0,80.0,114.0
tt0098596,7.5,2271.0,25.0,18.0,22.0,39.0,93.0,232.0,604.0,654.0,327.0,257.0
tt1186367,6.3,79480.0,1602.0,1236.0,2373.0,4461.0,9165.0,17696.0,19696.0,11298.0,4707.0,7246.0
tt8983230,6.0,2531.0,67.0,43.0,72.0,168.0,395.0,758.0,628.0,240.0,73.0,87.0
tt0100260,6.5,28843.0,510.0,452.0,782.0,1521.0,3159.0,5956.0,7099.0,4395.0,2000.0,2969.0
tt1521848,6.4,11679.0,237.0,140.0,240.0,501.0,1389.0,3061.0,3586.0,1636.0,467.0,422.0
tt3606698,5.2,878.0,79.0,36.0,56.0,93.0,213.0,185.0,93.0,43.0,17.0,63.0
tt1734493,6.3,40983.0,646.0,371.0,757.0,1948.0,5081.0,12319.0,12078.0,4995.0,1356.0,1432.0
tt14993352,5.2,4948.0,240.0,182.0,334.0,706.0,1236.0,1167.0,602.0,276.0,73.0,132.0
tt9718974,8.1,38.0,7.0,1.0,0.0,1.0,5.0,4.0,3.0,2.0,2.0,13.0
tt0085767,7.4,782.0,17.0,14.0,12.0,15.0,35.0,87.0,146.0,167.0,114.0,175.0
tt0132910,4.9,13743.0,974.0,724.0,1194.0,2017.0,2870.0,2284.0,1436.0,762.0,318.0,1164.0
tt0069920,6.5,9061.0,159.0,123.0,205.0,402.0,1041.0,2112.0,2550.0,1414.0,453.0,602.0
tt1770734,6.2,13367.0,293.0,194.0,310.0,709.0,1865.0,4002.0,3687.0,1460.0,421.0,426.0
tt0371853,4.1,3698.0,429.0,426.0,561.0,695.0,638.0,409.0,225.0,93.0,48.0,174.0
tt2092011,6.2,5441.0,161.0,95.0,153.0,325.0,693.0,1387.0,1465.0,743.0,228.0,191.0
